name,categoryName,description,packSize,price,mrp,stock,imagePath,image
Country Delight Dog Treats,Pet Care,Country Delight Dog Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,85,439,380,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/country_delight_dog_treats.png,mkGold/products/default.png
Patanjali Cat Treats,Pet Care,Patanjali Cat Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,310,395,431,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/patanjali_cat_treats.png,mkGold/products/default.png
Saffola Cat Treats,Pet Care,Saffola Cat Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,178,441,437,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/saffola_cat_treats.png,mkGold/products/default.png
Jersey Cat Treats,Pet Care,Jersey Cat Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,97,446,53,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/jersey_cat_treats.png,mkGold/products/default.png
Nandini Cat Treats,Pet Care,Nandini Cat Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,288,418,262,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/nandini_cat_treats.png,mkGold/products/default.png
Britannia Cat Treats,Pet Care,Britannia Cat Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,315,449,95,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/britannia_cat_treats.png,mkGold/products/default.png
Nestle Cat Treats,Pet Care,Nestle Cat Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,159,395,481,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/nestle_cat_treats.png,mkGold/products/default.png
HUL Cat Treats,Pet Care,HUL Cat Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,283,444,186,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/hul_cat_treats.png,mkGold/products/default.png
Gemini Cat Treats,Pet Care,Gemini Cat Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,342,386,108,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/gemini_cat_treats.png,mkGold/products/default.png
HUL Pet Shampoo,Pet Care,HUL Pet Shampoo is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,160,385,325,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/hul_pet_shampoo.png,mkGold/products/shampoo.png
Dabur Pet Shampoo,Pet Care,Dabur Pet Shampoo is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,227,381,425,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/dabur_pet_shampoo.png,mkGold/products/shampoo.png
Nestle Pet Shampoo,Pet Care,Nestle Pet Shampoo is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,176,419,47,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/nestle_pet_shampoo.png,mkGold/products/shampoo.png
24 Mantra Pet Shampoo,Pet Care,24 Mantra Pet Shampoo is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,217,366,88,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/24_mantra_pet_shampoo.png,mkGold/products/shampoo.png
Country Delight Pet Shampoo,Pet Care,Country Delight Pet Shampoo is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,160,380,417,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/country_delight_pet_shampoo.png,mkGold/products/shampoo.png
Dhara Pet Shampoo,Pet Care,Dhara Pet Shampoo is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,95,444,494,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/dhara_pet_shampoo.png,mkGold/products/shampoo.png
Paper Boat Pet Shampoo,Pet Care,Paper Boat Pet Shampoo is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,82,438,463,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/paper_boat_pet_shampoo.png,mkGold/products/shampoo.png
Saffola Pet Shampoo,Pet Care,Saffola Pet Shampoo is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,236,449,255,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/saffola_pet_shampoo.png,mkGold/products/shampoo.png
Gemini Pet Biscuits,Pet Care,Gemini Pet Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,317,406,81,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/gemini_pet_biscuits.png,mkGold/products/default.png
Amul Pet Biscuits,Pet Care,Amul Pet Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,299,421,405,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/amul_pet_biscuits.png,mkGold/products/default.png
Britannia Pet Biscuits,Pet Care,Britannia Pet Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,157,402,187,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/britannia_pet_biscuits.png,mkGold/products/default.png
Saffola Pet Biscuits,Pet Care,Saffola Pet Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,340,437,132,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/saffola_pet_biscuits.png,mkGold/products/default.png
Heritage Pet Biscuits,Pet Care,Heritage Pet Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,119,378,170,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/heritage_pet_biscuits.png,mkGold/products/default.png
Patanjali Pet Biscuits,Pet Care,Patanjali Pet Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,136,439,290,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/patanjali_pet_biscuits.png,mkGold/products/default.png
Fortune Pet Biscuits,Pet Care,Fortune Pet Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,276,401,375,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/fortune_pet_biscuits.png,mkGold/products/default.png
Dhara Pet Biscuits,Pet Care,Dhara Pet Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,161,426,359,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/dhara_pet_biscuits.png,mkGold/products/default.png
Nestle Beard Oil,Mens Grooming,Nestle Beard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,58,419,207,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/nestle_beard_oil.png,mkGold/products/oil.png
Dabur Beard Oil,Mens Grooming,Dabur Beard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,175,420,349,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/dabur_beard_oil.png,mkGold/products/oil.png
Tata Beard Oil,Mens Grooming,Tata Beard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,69,443,337,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/tata_beard_oil.png,mkGold/products/oil.png
Patanjali Beard Oil,Mens Grooming,Patanjali Beard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,240,393,414,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/patanjali_beard_oil.png,mkGold/products/oil.png
Paper Boat Beard Oil,Mens Grooming,Paper Boat Beard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,81,420,134,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/paper_boat_beard_oil.png,mkGold/products/oil.png
Amul Beard Oil,Mens Grooming,Amul Beard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,349,399,443,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/amul_beard_oil.png,mkGold/products/oil.png
ITC Beard Oil,Mens Grooming,ITC Beard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,56,414,321,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/itc_beard_oil.png,mkGold/products/oil.png
Organic India Beard Oil,Mens Grooming,Organic India Beard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,53,434,187,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/organic_india_beard_oil.png,mkGold/products/oil.png
HUL Shaving Foam,Mens Grooming,HUL Shaving Foam is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,46,395,474,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/hul_shaving_foam.png,mkGold/products/default.png
